1587595358805230,0,0,-0.04,-0.05,0.14,0.50,0.05,0.01
1587595358817394,0,0,-0.02,-0.06,0.11,0.60,0.09,0.01
1587595358844114,0,0,-0.01,-0.08,0.11,0.65,0.19,0.10
1587595358855098,0,0,-0.06,-0.07,0.10,0.98,0.16,0.13
1587595358864334,0,0,-0.06,-0.06,0.01,1.05,0.16,0.14
1587595358875897,0,0,-0.07,0.01,0.08,1.13,0.16,0.13
1587595358902585,0,0,-0.06,0.06,0.08,1.10,0.17,0.06
1587595358913557,0,0,0.00,0.11,0.08,0.67,0.16,0.06
1587595358922790,0,0,0.00,0.08,0.06,0.53,0.15,0.05
1587595358934895,0,0,-0.01,0.03,0.02,0.44,0.15,0.08
1587595358962190,0,0,-0.06,0.04,0.04,0.45,0.14,0.01
1587595358972546,0,0,-0.07,0.10,0.05,0.24,0.15,-0.02
1587595358982423,0,0,-0.06,0.09,0.05,0.09,0.13,-0.04
1587595358993446,0,0,-0.07,0.06,0.05,-0.05,0.11,-0.04
1587595359020713,0,0,-0.07,0.08,0.03,-0.09,0.08,-0.19
1587595359030906,0,0,-0.14,0.18,0.05,-0.57,-0.13,-0.19
1587595359040768,0,0,-0.18,0.26,0.09,-0.78,-0.20,-0.34
1587595359069820,0,0,-0.22,0.45,0.18,-1.27,-0.37,-0.38
1587595359079724,0,0,-0.20,0.35,0.29,-2.66,-0.69,-0.54
1587595359090094,0,0,-0.12,0.03,0.24,-3.09,-0.81,-0.42
1587595359102479,0,0,-0.04,-0.11,0.23,-3.34,-0.78,-0.25
1587595359112373,0,0,0.00,-0.20,0.13,-3.28,-0.74,-0.13
1587595359140769,0,0,0.08,-0.38,0.00,-2.99,-0.63,0.25
1587595359152603,0,0,0.10,-0.49,0.04,-1.50,-0.39,0.28
1587595359162485,0,0,0.11,-0.47,-0.01,-0.86,-0.30,0.27
1587595359173522,0,0,0.10,-0.44,0.01,0.18,-0.01,0.21
1587595359200768,0,0,0.07,-0.39,0.06,0.81,0.12,0.26
1587595359211134,0,0,0.04,-0.38,-0.02,2.36,0.48,0.28
1587595359221040,0,0,0.03,-0.33,0.05,2.76,0.49,0.41
1587595359249510,0,0,0.02,-0.20,0.06,3.42,0.47,0.42
1587595359259378,0,0,-0.08,0.33,0.27,3.57,0.79,0.01
1587595359269754,0,0,-0.08,0.32,0.18,2.75,0.69,-0.11
1587595359279423,0,0,-0.05,0.24,0.10,2.27,0.67,-0.14
1587595359290931,0,0,-0.08,0.20,0.11,1.85,0.57,-0.09
1587595359318544,0,0,-0.05,0.16,0.09,1.42,0.23,0.15
1587595359328444,0,0,-0.09,0.17,0.14,1.24,0.19,0.18
1587595359338152,0,0,-0.12,0.19,0.08,0.94,0.16,0.18
1587595359349668,0,0,-0.10,0.11,-0.02,0.47,0.13,0.12
1587595359377133,0,0,-0.01,0.13,-0.07,0.22,0.06,0.05
1587595359387021,0,0,-0.03,0.10,-0.06,0.08,-0.05,0.03
1587595359396893,0,0,-0.01,0.05,-0.05,0.03,0.01,0.01
1587595359407845,0,0,-0.03,0.02,-0.07,0.08,-0.07,0.01
1587595359435194,0,0,0.00,0.04,0.00,0.14,0.01,-0.00
1587595359446289,0,0,-0.07,0.01,-0.03,-0.16,-0.01,-0.00
1587595359458741,0,0,-0.05,0.00,-0.04,-0.15,-0.03,-0.02
1587595359470910,0,0,0.00,0.04,-0.02,-0.14,-0.01,-0.05
1587595359498364,0,0,0.04,0.06,0.01,-0.28,-0.00,-0.10
1587595359508749,0,0,0.05,0.04,-0.04,-0.44,-0.01,-0.12
1587595359518627,0,0,0.04,-0.02,-0.11,-0.58,-0.07,-0.11
1587595359529496,0,0,-0.01,-0.10,-0.07,-0.51,-0.10,-0.09
1587595359556942,0,0,-0.02,-0.15,-0.00,0.03,0.04,-0.01
1587595359567316,0,0,0.01,-0.15,-0.01,0.16,0.06,0.01
1587595359577043,0,0,0.05,-0.14,-0.04,0.26,0.13,0.03
1587595359588015,0,0,0.06,-0.11,-0.08,0.42,0.17,0.06
1587595359615410,0,0,0.06,0.01,-0.07,0.55,0.27,0.02
1587595359625777,0,0,-0.03,0.14,-0.05,0.75,0.25,0.00
1587595359635634,0,0,-0.06,0.07,-0.03,0.64,0.18,-0.03
1587595359646595,0,0,0.05,0.11,0.03,0.43,0.17,-0.01
1587595359673960,0,0,0.14,0.13,-0.07,0.36,0.19,0.01
1587595359684975,0,0,-0.11,0.04,-0.07,-0.07,-0.00,-0.00
1587595359697327,0,0,-0.07,0.03,-0.07,-0.05,0.04,-0.01
1587595359707099,0,0,-0.05,0.01,-0.06,-0.05,0.02,-0.01
1587595359735645,0,0,-0.04,-0.05,-0.08,-0.08,-0.00,-0.02
1587595359747346,0,0,-0.03,-0.04,-0.08,-0.04,0.01,-0.04
1587595359757296,0,0,-0.03,-0.02,-0.08,-0.02,0.01,-0.04
1587595359768216,0,0,-0.03,-0.01,-0.08,-0.01,0.02,-0.06
1587595359795625,0,0,-0.03,0.00,-0.08,0.00,-0.00,-0.05
1587595359806045,0,0,-0.02,-0.03,-0.06,0.01,-0.03,-0.06
1587595359815916,0,0,-0.02,-0.00,-0.05,-0.02,-0.01,-0.06
1587595359826894,0,0,-0.02,-0.01,-0.05,-0.04,0.00,-0.05
1587595359854272,0,0,-0.01,-0.02,-0.07,-0.05,-0.09,-0.04
1587595359864645,0,0,-0.02,-0.03,-0.05,0.03,-0.05,-0.04
1587595359874508,0,0,-0.01,-0.01,-0.04,0.05,-0.03,-0.05
1587595359885476,0,0,-0.00,0.01,-0.04,0.03,-0.03,-0.05
1587595359912763,0,0,-0.00,0.01,-0.05,-0.01,-0.02,-0.02
1587595359923837,0,0,-0.01,0.01,-0.05,-0.07,-0.01,-0.02
1587595359936193,0,0,-0.03,0.00,-0.05,-0.07,-0.00,-0.01
1587595359948431,0,0,-0.04,0.00,-0.05,-0.08,-0.00,0.00
1587595359975887,0,0,-0.03,-0.02,-0.06,-0.09,-0.02,0.01
1587595359986272,0,0,0.03,-0.02,-0.05,-0.11,0.00,0.03
1587595359996134,0,0,0.02,0.00,-0.05,-0.12,0.02,0.02
1587595360007073,0,0,0.01,-0.00,-0.00,-0.15,0.03,0.00
1587595360034365,0,0,0.02,-0.01,-0.05,-0.15,0.04,0.02
1587595360044726,0,0,-0.04,0.04,-0.12,-0.08,0.04,0.00
1587595360054587,0,0,-0.02,0.04,-0.06,-0.10,0.00,-0.09
1587595360065561,0,0,-0.02,-0.00,-0.05,-0.10,-0.01,-0.04
1587595360092931,0,0,-0.02,-0.03,-0.04,-0.08,0.01,0.04
1587595360103286,0,0,-0.01,-0.04,-0.05,-0.06,0.04,0.05
1587595360113145,0,0,-0.01,-0.03,-0.05,-0.04,0.04,0.05
1587595360124149,0,0,-0.00,-0.02,-0.04,-0.02,0.05,0.05
1587595360151461,0,0,-0.01,-0.02,-0.04,-0.03,0.07,0.05
1587595360161885,0,0,-0.01,-0.03,-0.03,-0.07,0.06,0.05
1587595360171845,0,0,0.01,-0.03,-0.03,-0.08,0.08,0.05
1587595360182920,0,0,0.03,-0.04,-0.04,-0.07,0.09,0.08
1587595360210228,0,0,0.05,-0.06,-0.10,-0.05,0.11,0.10
1587595360220091,0,0,-0.08,0.07,-0.10,0.08,0.07,0.03
1587595360229967,0,0,-0.11,0.09,0.00,0.07,0.06,-0.11
1587595360241466,0,0,-0.08,0.06,-0.03,0.00,0.04,-0.07
1587595360268568,0,0,-0.01,-0.06,-0.01,-0.14,0.03,0.03
1587595360279407,0,0,0.01,-0.06,-0.03,-0.12,0.11,0.06
1587595360289268,0,0,-0.00,-0.03,-0.07,-0.09,0.05,0.07
1587595360300138,0,0,-0.05,0.02,-0.08,-0.05,0.05,0.02
1587595360327587,0,0,-0.01,0.02,-0.05,-0.04,0.00,-0.08
1587595360337946,0,0,-0.00,-0.01,-0.05,-0.10,-0.01,-0.07
1587595360347871,0,0,0.01,-0.02,-0.04,-0.10,-0.02,-0.06
1587595360358820,0,0,0.01,-0.03,-0.05,-0.10,-0.02,-0.03
1587595360386175,0,0,0.02,-0.03,-0.05,-0.10,0.01,0.01
1587595360396548,0,0,0.00,-0.02,0.01,-0.07,0.02,0.01
1587595360406417,0,0,0.00,0.01,-0.07,-0.06,0.03,0.00
1587595360417515,0,0,-0.07,-0.07,-0.02,-0.05,-0.00,0.00
1587595360444910,0,0,-0.00,0.06,-0.04,0.01,0.03,-0.06
1587595360455281,0,0,-0.03,-0.02,-0.06,-0.11,0.01,-0.05
1587595360465143,0,0,-0.01,-0.05,-0.06,-0.10,-0.02,-0.02
1587595360476106,0,0,0.01,-0.03,0.01,-0.04,-0.02,0.01
1587595360503499,0,0,0.03,-0.03,-0.04,-0.04,-0.01,0.01
1587595360513896,0,0,-0.01,-0.00,-0.03,-0.04,-0.00,-0.00
1587595360523715,0,0,0.08,0.02,-0.05,-0.05,-0.01,0.01
1587595360534533,0,0,0.01,-0.04,-0.05,-0.07,-0.02,-0.00
1587595360561807,0,0,0.00,-0.00,-0.02,-0.06,-0.04,0.01
1587595360572847,0,0,0.02,0.00,-0.05,-0.04,-0.02,0.01
1587595360585248,0,0,0.02,-0.03,0.00,-0.02,-0.03,0.02
1587595360595067,0,0,-0.02,0.01,-0.05,0.02,-0.00,0.02
1587595360623505,0,0,-0.02,0.00,0.00,-0.01,-0.02,0.06
1587595360635202,0,0,0.01,0.02,-0.08,-0.03,-0.00,0.06
1587595360645062,0,0,-0.02,0.02,-0.03,-0.05,-0.01,-0.03
1587595360656025,0,0,-0.01,0.02,-0.03,-0.05,-0.00,0.03
1587595360683446,0,0,-0.01,-0.00,-0.06,-0.04,-0.01,-0.01
1587595360693766,0,0,0.04,-0.02,-0.06,-0.06,-0.03,0.01
1587595360703479,0,0,0.03,-0.03,-0.06,-0.05,-0.02,0.01
1587595360715140,0,0,0.00,-0.00,0.03,0.00,-0.03,0.02
1587595360742447,0,0,0.05,0.02,-0.05,0.00,0.00,0.00
1587595360752849,0,0,-0.04,-0.02,-0.03,-0.06,-0.09,0.04
1587595360762713,0,0,-0.07,-0.01,-0.04,-0.06,-0.04,0.02
1587595360773728,0,0,-0.04,-0.00,-0.03,0.01,-0.05,0.00
1587595360800991,0,0,-0.02,0.01,-0.01,0.03,-0.06,-0.01
1587595360811352,0,0,0.01,0.00,-0.02,-0.01,-0.03,-0.00
1587595360821294,0,0,-0.04,0.01,-0.03,-0.00,-0.02,0.00
1587595360832408,0,0,0.01,0.02,-0.03,-0.02,-0.02,0.01
1587595360859687,0,0,0.01,0.00,-0.02,-0.05,-0.02,0.01
1587595360869560,0,0,0.04,-0.03,-0.02,-0.07,0.02,0.03
1587595360879439,0,0,0.02,-0.03,-0.04,-0.07,0.04,0.03
1587595360890954,0,0,0.01,-0.07,-0.08,-0.03,0.04,0.04
1587595360918417,0,0,-0.14,0.01,-0.00,0.18,0.06,0.05
1587595360928789,0,0,0.04,-0.02,-0.08,0.12,0.16,0.05
1587595360941162,0,0,-0.09,0.20,-0.09,0.18,-0.03,0.02
1587595360951153,0,0,-0.11,-0.02,0.06,0.09,-0.16,-0.09
1587595360979560,0,0,0.11,-0.15,0.06,0.07,0.04,0.06
1587595360989478,0,0,-0.12,-0.00,-0.10,0.20,0.10,0.22
1587595360999859,0,0,-0.08,0.04,-0.09,0.17,0.01,0.12
1587595361009578,0,0,-0.02,0.10,-0.09,0.15,-0.02,0.08
1587595361038072,0,0,0.04,0.08,0.05,0.03,0.01,-0.03
1587595361050430,0,0,-0.01,0.05,-0.04,-0.04,-0.11,-0.00
1587595361062776,0,0,-0.05,-0.00,0.01,-0.09,-0.07,-0.00
1587595361072644,0,0,0.14,-0.05,-0.01,-0.10,-0.06,0.00
1587595361101026,0,0,0.02,0.05,0.03,-0.09,-0.04,-0.05
1587595361112820,0,0,0.16,0.01,-0.01,-0.05,0.04,-0.03
1587595361122681,0,0,-0.04,-0.07,-0.01,-0.08,0.05,-0.02
1587595361133692,0,0,0.18,-0.05,0.05,-0.03,0.08,0.02
1587595361160963,0,0,0.13,-0.04,-0.03,0.04,0.11,0.10
1587595361171325,0,0,0.02,0.02,-0.01,-0.01,0.08,0.05
1587595361181260,0,0,-0.03,0.04,-0.04,-0.03,0.06,0.05
1587595361192376,0,0,0.04,-0.00,-0.03,-0.06,0.03,0.05
1587595361219610,0,0,-0.06,-0.02,-0.08,-0.04,-0.03,0.05
1587595361229471,0,0,-0.11,-0.06,-0.12,0.09,-0.07,-0.00
1587595361239332,0,0,-0.01,-0.03,-0.09,0.07,-0.08,-0.12
1587595361250813,0,0,-0.01,-0.03,-0.06,0.04,-0.14,-0.10
1587595361278150,0,0,-0.01,0.05,-0.05,-0.00,-0.19,-0.11
1587595361289122,0,0,0.11,-0.03,-0.00,0.00,-0.11,-0.10
1587595361301495,0,0,0.02,-0.06,-0.04,0.02,-0.13,-0.09
1587595361311448,0,0,-0.01,0.01,-0.03,0.05,-0.14,-0.07
1587595361339831,0,0,0.11,-0.05,-0.00,0.06,-0.03,-0.06
1587595361349697,0,0,0.06,0.00,0.02,0.12,0.04,-0.06
1587595361360042,0,0,0.12,0.11,-0.04,0.09,0.06,-0.06
1587595361369753,0,0,0.22,0.19,-0.02,-0.06,0.11,0.01
1587595361398336,0,0,0.20,-0.02,-0.01,-0.10,0.38,0.03
1587595361410018,0,0,0.11,0.02,-0.01,-0.11,0.40,0.04
1587595361419681,0,0,-0.09,0.11,-0.05,-0.09,0.38,0.06
1587595361431265,0,0,0.05,0.01,-0.03,-0.05,0.49,-0.02
1587595361458514,0,0,-0.20,-0.03,0.02,0.04,0.43,0.07
1587595361468864,0,0,-0.22,-0.03,0.03,-0.02,0.27,0.08
1587595361478733,0,0,-0.21,-0.04,0.02,-0.09,0.23,0.09
1587595361489600,0,0,-0.16,-0.05,0.00,-0.12,0.15,0.08
1587595361517060,0,0,-0.06,-0.01,-0.06,-0.02,-0.04,0.06
1587595361527376,0,0,-0.05,0.00,-0.07,-0.05,-0.08,0.05
1587595361537335,0,0,-0.04,-0.01,-0.08,-0.06,-0.09,0.03
1587595361548265,0,0,0.02,-0.01,-0.07,-0.08,-0.10,0.01
1587595361575644,0,0,0.06,-0.01,-0.05,-0.08,-0.04,-0.03
1587595361586019,0,0,0.08,-0.02,0.01,-0.07,-0.02,-0.04
1587595361595888,0,0,0.09,-0.01,-0.03,-0.04,0.06,-0.07
1587595361606841,0,0,0.09,-0.01,-0.00,-0.02,0.06,-0.07
1587595361634184,0,0,0.08,-0.00,0.03,-0.03,0.08,-0.04
1587595361645218,0,0,0.02,0.01,0.03,0.01,0.13,-0.03
1587595361657428,0,0,0.01,0.02,0.03,0.02,0.15,-0.02
1587595361667267,0,0,0.02,0.03,0.02,0.03,0.15,-0.00
1587595361695888,0,0,0.02,0.06,-0.01,0.04,0.13,0.03
1587595361707585,0,0,0.05,0.06,-0.03,-0.01,0.12,0.03
1587595361717443,0,0,0.05,0.05,-0.03,-0.04,0.13,0.04
1587595361728341,0,0,0.07,0.03,-0.03,-0.08,0.15,0.04
1587595361755689,0,0,0.07,0.03,-0.03,-0.08,0.22,0.09
1587595361766051,0,0,0.08,0.03,-0.03,-0.08,0.23,0.09
1587595361775828,0,0,0.08,0.04,-0.03,-0.07,0.25,0.09
1587595361787283,0,0,0.08,0.05,-0.02,-0.08,0.26,0.07
1587595361814656,0,0,0.07,0.06,0.01,-0.08,0.27,0.04
1587595361825052,0,0,0.08,0.06,0.01,-0.15,0.25,0.04
1587595361834948,0,0,0.08,0.06,0.01,-0.16,0.25,0.04
1587595361845916,0,0,0.08,0.06,0.01,-0.16,0.25,0.03
1587595361873220,0,0,0.09,0.05,-0.00,-0.17,0.25,0.07
1587595361883579,0,0,0.11,0.06,-0.01,-0.13,0.24,0.07
1587595361893439,0,0,0.10,0.06,-0.02,-0.12,0.23,0.07
1587595361904436,0,0,0.10,0.05,-0.02,-0.13,0.23,0.08
1587595361931745,0,0,0.11,0.04,-0.01,-0.13,0.23,0.08
1587595361942106,0,0,0.13,0.02,-0.02,-0.11,0.26,0.06
1587595361951972,0,0,0.14,0.02,-0.02,-0.10,0.28,0.04
1587595361963067,0,0,0.14,0.03,-0.02,-0.08,0.29,0.01
1587595361990303,0,0,0.15,0.05,-0.10,-0.08,0.29,0.00
1587595362000216,0,0,0.16,0.06,-0.06,-0.11,0.31,-0.05
1587595362010088,0,0,0.16,0.06,-0.06,-0.13,0.34,-0.07
1587595362021572,0,0,0.17,0.05,-0.06,-0.13,0.37,-0.10
1587595362048533,0,0,0.09,0.09,-0.06,-0.11,0.43,-0.17
1587595362059563,0,0,0.13,0.09,-0.05,-0.16,0.44,-0.18
1587595362069468,0,0,0.13,0.08,-0.05,-0.19,0.48,-0.19
1587595362080330,0,0,0.13,0.08,-0.04,-0.20,0.49,-0.19
1587595362107824,0,0,0.13,0.09,-0.04,-0.17,0.51,-0.17
1587595362118185,0,0,0.14,0.08,-0.05,-0.20,0.51,-0.17
1587595362128040,0,0,0.14,0.07,-0.04,-0.22,0.52,-0.17
1587595362138966,0,0,0.15,0.05,-0.04,-0.24,0.52,-0.17
1587595362166387,0,0,0.16,-0.02,-0.05,-0.34,0.52,-0.15
1587595362176779,0,0,0.17,-0.05,-0.05,-0.31,0.51,-0.15
1587595362186644,0,0,0.17,-0.07,-0.04,-0.32,0.51,-0.15
1587595362197611,0,0,0.15,-0.09,-0.02,-0.32,0.51,-0.17
1587595362224965,0,0,0.13,-0.11,0.04,-0.32,0.46,-0.23
1587595362235388,0,0,0.05,-0.09,0.06,-0.35,0.41,-0.24
1587595362245315,0,0,0.03,-0.09,0.09,-0.35,0.33,-0.24
1587595362256274,0,0,-0.01,-0.06,0.13,-0.34,0.26,-0.26
1587595362283624,0,0,-0.02,-0.04,0.18,-0.34,-0.01,-0.31
1587595362294002,0,0,-0.00,-0.01,0.18,-0.36,-0.18,-0.32
1587595362303896,0,0,-0.00,-0.02,0.17,-0.34,-0.23,-0.33
1587595362314873,0,0,-0.01,-0.02,0.24,-0.30,-0.40,-0.36
1587595362342212,0,0,-0.01,-0.02,0.31,-0.27,-0.43,-0.45
1587595362352613,0,0,0.01,-0.01,0.21,-0.17,-0.71,-0.45
1587595362362489,0,0,0.03,0.00,0.05,-0.11,-0.73,-0.42
1587595362373523,0,0,0.04,0.05,-0.36,0.02,-0.74,-0.30
1587595362400750,0,0,-0.02,0.17,-0.05,0.14,-0.65,-0.44
1587595362411105,0,0,0.42,0.53,0.09,-0.10,0.13,-0.41
1587595362421040,0,0,0.46,0.38,0.00,-0.27,0.21,-0.11
1587595362449490,0,0,0.24,0.30,-0.08,-0.21,0.20,0.13
1587595362459188,0,0,-0.26,0.20,-0.23,0.10,0.30,0.53
1587595362470322,0,0,-0.27,0.08,-0.25,0.16,0.28,0.40
1587595362482693,0,0,-0.25,-0.01,-0.26,0.28,0.27,0.31
1587595362492592,0,0,-0.20,-0.06,-0.23,0.34,0.30,0.11
1587595362520973,0,0,-0.13,-0.12,-0.07,0.39,0.34,0.02
1587595362532437,0,0,-0.00,-0.15,-0.07,0.56,0.44,0.01
1587595362542404,0,0,0.00,-0.12,-0.15,0.54,0.47,0.03
1587595362554084,0,0,-0.02,-0.11,-0.13,0.48,0.47,0.03
1587595362583914,0,0,-0.07,-0.01,-0.20,0.47,0.38,-0.28
1587595362595625,0,0,-0.20,0.02,-0.15,0.26,0.39,-0.38
1587595362605562,0,0,-0.20,-0.01,-0.08,0.12,0.31,-0.54
1587595362616539,0,0,-0.19,-0.06,-0.05,-0.03,0.14,-0.50
1587595362643943,0,0,-0.19,-0.14,0.05,-0.10,0.02,-0.34
1587595362654323,0,0,-0.19,-0.17,0.05,-0.31,-0.20,-0.26
1587595362664364,0,0,-0.12,-0.21,0.04,-0.34,-0.22,-0.13
1587595362675342,0,0,-0.16,-0.26,0.00,-0.34,-0.36,-0.06
1587595362705138,0,0,-0.11,-0.34,-0.05,-0.28,-0.40,0.05
1587595362716852,0,0,0.05,-0.35,-0.04,-0.20,-0.36,0.06
1587595362726783,0,0,0.10,-0.36,-0.02,-0.19,-0.30,0.07
1587595362737708,0,0,0.16,-0.34,-0.00,-0.18,-0.24,0.07
1587595362765153,0,0,0.18,-0.15,0.07,-0.17,-0.10,0.02
1587595362775421,0,0,0.12,-0.11,0.07,-0.33,-0.08,-0.01
1587595362785193,0,0,0.09,-0.09,0.10,-0.35,-0.03,-0.04
1587595362796811,0,0,0.04,0.06,0.09,-0.28,0.02,-0.05
1587595362826644,0,0,-0.02,0.20,0.12,-0.56,-0.23,0.21
1587595362838347,0,0,-0.07,0.18,0.13,-0.68,-0.28,0.28
1587595362848264,0,0,-0.05,0.11,0.18,-0.71,-0.32,0.45
1587595362859177,0,0,-0.00,0.06,0.22,-0.64,-0.23,0.52
1587595362886594,0,0,0.10,-0.06,0.30,-0.30,-0.06,0.51
1587595362896960,0,0,0.13,-0.06,0.32,-0.07,0.08,0.40
1587595362906842,0,0,0.14,-0.03,0.29,0.07,0.11,0.18
1587595362917764,0,0,0.19,0.02,0.28,0.24,0.13,0.06
1587595362945129,0,0,0.20,0.23,0.28,0.28,0.22,-0.31
1587595362956163,0,0,0.17,0.30,0.27,0.39,0.24,-0.35
1587595362968552,0,0,0.08,0.34,0.28,0.49,0.29,-0.37
1587595362978335,0,0,0.03,0.35,0.33,0.55,0.31,-0.32
1587595363006880,0,0,0.01,0.16,0.40,0.77,0.13,0.15
1587595363018585,0,0,0.03,0.05,0.29,0.99,0.10,0.30
1587595363028324,0,0,-0.10,0.00,0.06,1.04,-0.01,0.47
1587595363039153,0,0,-0.31,-0.03,-0.31,0.93,-0.47,0.58
1587595363066643,0,0,-0.67,0.09,-0.07,0.41,-1.01,0.47
1587595363077688,0,0,-0.49,0.28,-0.06,0.42,-0.60,0.21
1587595363090100,0,0,-0.30,0.04,-0.28,0.45,-0.69,0.18
1587595363119816,0,0,-0.03,-0.21,-0.38,0.73,-1.09,0.04
1587595363129697,0,0,0.27,-0.13,-0.35,0.49,-1.17,-0.44
1587595363140065,0,0,0.20,-0.21,-0.34,0.07,-0.89,-0.61
1587595363149980,0,0,0.20,-0.24,-0.38,-0.25,-0.62,-0.75
1587595363160809,0,0,0.17,-0.21,-0.31,-0.46,-0.22,-0.85
1587595363188336,0,0,-0.10,0.03,-0.33,-0.08,0.30,-0.90
1587595363198740,0,0,-0.16,0.14,-0.27,0.07,0.39,-0.78
1587595363208631,0,0,-0.26,0.25,-0.19,0.26,0.42,-0.55
1587595363219503,0,0,-0.34,0.38,-0.13,0.49,0.42,-0.51
1587595363246910,0,0,-0.28,0.57,0.04,0.73,0.24,-0.26
1587595363257262,0,0,-0.20,0.69,0.11,0.72,0.09,-0.09
1587595363267159,0,0,-0.14,0.72,0.19,0.68,0.11,0.21
1587595363278074,0,0,-0.08,0.78,0.21,0.57,-0.04,0.52
1587595363305432,0,0,-0.05,0.60,0.05,0.43,-0.26,1.22
1587595363315800,0,0,0.09,0.42,0.03,-0.06,-0.38,1.28
1587595363325680,0,0,0.17,0.37,0.01,-0.06,-0.34,1.30
1587595363336667,0,0,0.28,0.32,0.02,-0.04,-0.33,1.24
1587595363364037,0,0,0.31,0.19,0.06,-0.05,-0.32,0.94
1587595363375065,0,0,0.27,-0.04,0.12,-0.64,-0.20,0.67
1587595363387425,0,0,0.18,-0.30,0.12,-0.89,-0.22,0.38
1587595363399648,0,0,0.03,-0.57,0.18,-0.89,-0.15,-0.05
1587595363427108,0,0,0.00,-0.99,0.16,-0.88,-0.22,-0.61
1587595363437523,0,0,-0.00,-0.97,0.13,-0.92,-0.41,-0.56
1587595363447410,0,0,0.13,-0.95,0.17,-1.01,-0.53,-0.30
1587595363458313,0,0,0.22,-1.01,0.22,-1.24,-0.60,-0.04
1587595363485680,0,0,0.37,-1.12,-0.04,-1.32,-0.59,0.88
1587595363495986,0,0,0.75,-1.04,-0.17,-0.61,-0.74,1.02
1587595363505734,0,0,0.72,-0.94,-0.38,-0.42,-0.78,1.06
1587595363517383,0,0,0.45,-0.83,-0.82,-0.36,-0.84,1.07
1587595363547204,0,0,-0.66,-1.02,-1.22,-0.48,-0.37,-0.12
1587595363558911,0,0,-0.67,-1.34,-0.85,0.76,1.15,-0.64
1587595363568828,0,0,-0.08,-1.18,-0.64,2.41,2.10,-0.81
1587595363579701,0,0,-0.18,0.32,-0.13,5.30,2.17,-0.24
1587595363607132,0,0,-1.17,3.40,-0.05,0.36,1.38,-0.52
